author,timestamp,likes,content,video_id,public_status
@bekicotadventure5642,2022-04-10T01:30:30Z,0,Mohon izin mggunakan video utk kperluan tugas,fiuhu924--M,True
@yeyensormin1011,2022-04-07T07:56:06Z,0,Izin Bapak/Ibu untuk menggunakan video nya dalam melengkapi tugas😊🙏,fiuhu924--M,True
"@ismalialia110,2021-11-30T04:55:25Z,0,""Vidionya bagus,  Izin menyimpan untuk melengkapi tugas"",fiuhu924--M,True"
@morindamarsilea,2021-09-25T05:05:11Z,0,izin simpan kak untuk tugas🙏,fiuhu924--M,True
@adepartinifany2817,2021-11-20T00:42:36Z,0,Izin download ka untuk melengkapi tugas,fiuhu924--M,True
@babytwins_KhalidAli,2021-01-01T13:40:49Z,0,izin remake kk,fiuhu924--M,True
@wiedgunawan4344,2021-03-16T19:00:16Z,0,Mantap untuk edukasi ..ijin share🙏👍,fiuhu924--M,True
@wiput1734,2021-03-12T12:20:13Z,0,izin pake videonya min,fiuhu924--M,True
@riskynuruss3917,2021-02-26T14:23:29Z,0,izin make videonya buat melengkapi tugas kak🙏🏼,fiuhu924--M,True
@putrypuput6423,2021-02-22T14:01:36Z,0,Mohon izin untuk mnggunkn video kakak di tugas saya🙏🏻,fiuhu924--M,True
"@ridaasukmaa531,2021-02-20T10:36:35Z,0,""Ijin kak, untuk melengkapi tugass yg kurang 🙏"",fiuhu924--M,True"
@mozaikputri6211,2021-02-20T04:32:10Z,0,Izin menggunakan video ini untuk tugas miin🙏,fiuhu924--M,True
@szrosida,2021-02-06T23:43:39Z,0,Izin pakai backsound nya,fiuhu924--M,True
@fazrielafni4099,2021-01-25T06:26:21Z,0,Ijin menggunakan video untuk tugas min🙏🏻,fiuhu924--M,True
@nurullailiyyah7131,2021-01-08T02:43:58Z,0,Ijin menggunakan cuplikan untuk tugas🙏🏻,fiuhu924--M,True
@csmessis7133,2020-12-07T10:33:04Z,0,mohon izin kak untuk meggunakan video ini untuk tugas,fiuhu924--M,True
@halijabali644,2021-11-18T17:33:46Z,0,Ijin download videonya kak,fiuhu924--M,True
"@rezqyaauliaazyuraniemuniro1396,2020-11-23T13:40:28Z,0,""Mohon Izin min,untuk menggunakan cuplikan vidionya.Karena ada tugas🙏"",fiuhu924--M,True"
@muhammadferioktadistira1342,2020-11-22T12:15:11Z,0,Min mohon izin make sebagian videonya untuk tugas🙏,fiuhu924--M,True
@ricoagung2114,2020-11-17T06:07:48Z,0,Bang izin make ya buat tugas nih🙏,fiuhu924--M,True
"@dhimasap7904,2020-10-16T16:40:53Z,0,""Mohon izin kak untuk menggukan cuplikan video untuk tugas 🙏 terima kasihhh banyak kak, semoga sehat selalu"",fiuhu924--M,True"
"@nabilaamanda9598,2020-09-30T06:41:01Z,0,""Kak izin menggunakan video ini untuk tugas, terima kasih🙏"",fiuhu924--M,True"
@elleokaa,2020-09-05T11:01:53Z,0,Kak ijin untuk menggunakan cuplikan video ini sebagai tugas🙏🙏,fiuhu924--M,True
@sanggamsimanjuntak8843,2020-08-31T00:46:43Z,0,Mohon izin untuk menggukan cuplikan video untuk tugas 🙏 terima kasihhh 🙏,fiuhu924--M,True
"@noererna9770,2020-08-30T10:20:30Z,0,""keren, ijin menggunakan videonya ya untuk pembelajaran di kelas."",fiuhu924--M,True"
@monikboh3089,2020-08-04T17:03:06Z,0,Min mohon ijin utk menggunakan video agar tlebih menarik bagi tugas sy ya. Salam sukses,fiuhu924--M,True
"@qonshadiv,2021-03-18T13:36:25Z,0,""mohon izin untuk menggunakan videonya untuk tugas, terima kasih"",fiuhu924--M,True"
@momogi1227,2021-04-02T12:32:41Z,0,Izin menggunakan videonya min 🙏🙏,fiuhu924--M,True
"@aisyahawd,2021-04-05T07:22:32Z,0,""Mohon izin min menggunakan sebagian dari video nya untuk tugas, terimakasih🙏🏻"",fiuhu924--M,True"
@nissaaulia8922,2021-04-07T08:27:44Z,0,Izin ya untuk memakai video ini,fiuhu924--M,True
@sittinurhidayat4017,2021-11-08T03:18:50Z,0,Kak mohon ijin untuk ambil vidionya🙏🙏,fiuhu924--M,True
"@nanangdwisaputra243,2021-11-03T03:01:29Z,0,""Baguss kak, mohon ijin menggunakan video untuk melengkapi tugas saya kak"",fiuhu924--M,True"
@fauzan8861,2023-06-07T15:32:30Z,0,izin save untuk tugas kak🙏,fiuhu924--M,True
"@43_sandraaustin25,2021-09-09T17:56:31Z,0,""Hello kak, izin menggunakan vidio tsb untuk cuplikan vidio lomba apakah boleh ya?"",fiuhu924--M,True"
"@meyshajiku9981,2021-09-01T14:56:57Z,0,""mohon izin menggunakan video untuk melengkapi tugas kak, terima kasih🙏🏻"",fiuhu924--M,True"
@silminabilah5100,2021-08-28T12:31:57Z,0,Izin share kak,fiuhu924--M,True
@mariapransiskanababan3525,2021-08-25T12:33:44Z,0,Berapa menit ini ka,fiuhu924--M,True
@donnadennaly3663,2021-08-21T06:42:27Z,0,Kak ijin untuk memakai videonya yaa.. terimakasih 🙏,fiuhu924--M,True
"@ruliknirmawan5916,2021-08-05T00:09:52Z,0,""Bismillah, Izin download Kak,, untuk pembelajaran,, Insya Allah Bermanfaat.. :)"",fiuhu924--M,True"
"@ahmadrejeki2585,2021-07-30T07:27:47Z,0,""Mohon izin menyimpan videonya untuk kebutuhan tugas saya, terimakasih 🙏"",fiuhu924--M,True"
@willysight304,2021-07-17T04:45:30Z,0,Ijin menggunakan cuplikan videonya untuk tugas 🙏,fiuhu924--M,True
@findriyani6776,2021-07-14T10:38:56Z,0,Ini bikin make apk apa kak,fiuhu924--M,True
"@defilauhti2453,2021-05-29T12:30:35Z,0,""Bagus video nya kak, izin menggunakan untuk melengkapi tugass🙏🙏"",fiuhu924--M,True"
"@mirayanti-,2021-05-29T12:27:59Z,0,""sangat bagus kak, mohon ijin menggunakan video untuk melengkapi tugas kak"",fiuhu924--M,True"
@yusufnasrulloh5162,2021-05-24T01:32:13Z,0,pake app apa bikinya bng,fiuhu924--M,True
"@sayajeki3615,2021-04-13T07:46:53Z,0,""Kak kasi tau dong video nya di buat pakai apa, soalnya ada tugas sekolah juga yg sama kayak punya Kakak ini"",fiuhu924--M,True"
"@elqodri,2021-04-12T22:43:37Z,0,""👍matap ,ijin penggunaan videonya ya untuk daring🙏🙏"",fiuhu924--M,True"
"@InspectHistory,2021-12-03T10:27:23Z,443,""Bener banget pak Jokowi, dalam bidang sejarah tim Inspect History jg membuat pelajaran sejarah semakin digital & juga menyenangkan 😇🙏"

Maju terus Indonesia!
"Karena Sejarah itu Penting!"",UMKY_0kiwYk,True"
"@Java-nese,2021-12-03T12:21:04Z,146,""Dibandingkan negara maju lain yg terdiri dari satu daratan besar...indonesia jauh lebih sulit medannya antar pulau yang jumlahnya ribuan ,antar laut,antar gunung...jadi patut disyukuri kalo indonesia mampu mengejar mereka 👌"",UMKY_0kiwYk,True"
@emilya.w.s.8455,2021-12-03T10:31:42Z,101,Aku bangga jadi anak INDONESIA!,UMKY_0kiwYk,True
"@watanglipuhadjar2654,2021-12-03T10:42:20Z,92,""smangat sore pak presiden... bapak adalah tokoh yg merevolusi pembangunan di nkri besar2an dan masif. bapak adalah tauladan bagi presiden2 selanjutnya. semua yg sudah bapak bangun bersama tim sudah langsung instan dirasakan manfaat daya gunanya."

"puji syukur kpd Allah swt yg telah menitipkan bapak sebagai pemimpin kami. 🙏🏼"",UMKY_0kiwYk,True"
@INDDEUSGAMING,2021-12-03T10:26:50Z,72,Semoga Pak Presiden Jokowi tetap sehar selalu supaya negara ini bisa maju lebih pesat lagi,UMKY_0kiwYk,True
"@lembarkerjasiswa123,2021-12-03T11:26:30Z,70,""Terimakasih pak, berkat bapak dipulau jemaja terdapat bandara dan tol laut di pusat kabupaten dan semoga seluruh sekolah dipulau jemaja juga merasakan digitalisasi tanpa harus menumpang ujian anbk kesana kemari. Dan kelak kita maju bersama. Amiiin"",UMKY_0kiwYk,True"
@cheeiyzer.,2021-12-03T10:27:02Z,58,Semangat pak mudah mudahan Indonesia makin maju!🇮🇩👍🏻,UMKY_0kiwYk,True
"@nengnaenrico,2021-12-03T13:12:59Z,50,""Semangat terus Pak membangun Indonesia maju!🇮🇩💪😀 "
Sehat2 terus Pak, semoga Allah SWT selalu melindungi Bapak.
"Aamiin"",UMKY_0kiwYk,True"
"@sarlinasiahaan8100,2021-12-03T10:28:18Z,46,""Indonesia maju terus ."
"Sehat dan umur panjang y Bapak Presiden NKRI Jokowi"",UMKY_0kiwYk,True"
"@sarahpoetritazic4348,2021-12-03T10:38:47Z,46,""Masya allah tabarakallah ❤️"
"Sungguh indah INDONESIA ku ❤️ 🇮🇩 terima kasih bapak PRESIDENT yang telah memajukan INDONESIA SEMAKIN MAJU."",UMKY_0kiwYk,True"
@mundusosi45,2021-12-03T10:42:16Z,43,Inilah yang terjadi ketika masyarakat biasa menduduki puncak pimpinan. Dialah pemimpin yang sebenarnya. Terima kasih bapak jokowi. Kami mencintaimu,UMKY_0kiwYk,True
"@programotak7062,2021-12-03T10:30:51Z,42,""Semakin tinggi kesadaran akan tehnologi, semakin maju sebuah bangsa. Salam bahagia untuk semua"",UMKY_0kiwYk,True"
"@generasimilenial3142,2021-12-05T10:13:39Z,36,""Terima pak PRESIDEN..atas semua apa yg bapak lakukan untuk bangsa ini..dan terima kasih yg sebesar2nya krna tlah menunjuk LOMBOK  sebagai tempat ajang balap bergengsi seperti moto gp dan wsbk .dll"
"Kami sangat bersyukur telah di berikan pemimpin seperti bpk...smoga bpk dan seluruh jajaran kabinet INDONESIA MAJU sehat dan sllu dlm lindungan allah S.w.t..AAMIIN"",UMKY_0kiwYk,True"
@yunisrisetyatya3167,2021-12-03T11:22:23Z,32,Smoga Bpk Presiden sllu d limpahi kebaikn & kesehatan Dr GUSTI ALLAH...hingga membawa NKRI SMAKIN HEBAT & TDK KALAH DGN NEGARA2 LAIN. SALAM BHINNEKA TUNGGAL IKA. NKRI HARGA MATI....saking rakyat jelata ...maturswn.,UMKY_0kiwYk,True
@DEN_MANTRI,2021-12-03T10:32:53Z,32,Saya bangga punya presiden pak jokowi.,UMKY_0kiwYk,True
"@adigz7179,2021-12-03T10:29:59Z,31,""Semangat terus pak, saya selalu support bapak terus...🙏😊"",UMKY_0kiwYk,True"
"@modeon9019,2021-12-03T11:15:58Z,30,""Mantap pak Jokowi Indonesia bangga di pimpin anda, semoga sehat dan terus berkarya buat negeri tercinta ini bapak presiden NKRI💪💪💪👍👍👍"",UMKY_0kiwYk,True"
"@mulltheblues8720,2021-12-05T03:48:04Z,26,""Sebagai mantan karyawan ETS (ENGINEER TECHNICAL SUPPORT) bagian jaringan telkomsel,. Saya bangga dg kemajuan2 internet kita.. ❤️🇮🇩🇮🇩👍urrrraaaa"",UMKY_0kiwYk,True"
"@JhoAlsy_Channel,2021-12-03T10:41:46Z,26,""Alhamdulillah, Mantap Pak!!! Terima kasih banyak atas Pengabdian tulus dari Bapak Jokowi👍🙏🙏🙏"",UMKY_0kiwYk,True"
"@GomanSimarmata,2021-12-03T10:30:42Z,25,""Semuanya dapat saling membantu dan saling mendukung ekonomi, Salam Sejahtera dan Salam Sehat... God Bless Bapak Jokowi ❤"",UMKY_0kiwYk,True"
"@titinaliyah172,2021-12-03T10:35:12Z,24,""ya Allah berilah kesehatan kepada bpk joko widodo....biar trs bisa membangun indonesia raya..."
"indonesia makin terdepan"",UMKY_0kiwYk,True"
"@Ukirkayu,2021-12-03T10:42:19Z,23,""Indonesia maju 🇮🇩 "
"Bersama bapak presiden #Jokowi semoga sehat selalu bapak"",UMKY_0kiwYk,True"
@aletok4067,2021-12-03T11:04:07Z,23,Kerja pakde jokowi sungguh luar biasa... Semoga pakde jokowi sehat slalu amin 🤲,UMKY_0kiwYk,True
"@arshavirendra8836,2021-12-03T10:48:12Z,22,""ini yg d namakan keadilan bagi seluruh rakyat indonesia,"


"maju terus nawon pak de,mugi"""" di paringi sehat lan dawi yuswonipun,BPK JOKO WIDODO presiden paling jossss"",UMKY_0kiwYk,True"
@selviaassyraaf9471,2021-12-03T12:20:46Z,17,*Semoga sehat selalu untuk pak Jokowi dalam menjalani tugas dari Allah SWT senantiasa melindungi bapak dan keluarga aamiin yra* ♥️,UMKY_0kiwYk,True
"@sadirah2m453,2021-12-03T15:26:44Z,17,""Sehat terus ya pak,,,, kami rakyat indonesia selalu mengapresiasi kinerja bapak yng tak pernah berhenti tuk memajukan negeri tercinta kita ini. kami, rakyat negeri ini bangga padamu pak.🙏🙏"",UMKY_0kiwYk,True"
@asiz99,2021-12-03T10:26:15Z,16,negeri ku 🇲🇨🇲🇨🇲🇨,UMKY_0kiwYk,True
"@arjaminfoofficial,2021-12-03T10:31:21Z,15,""Mantapp luar biasa pak, bangga dan salut sma presiden yg mempunya ambisi membawa indonesia lepas dari negara kembang dan berganti menjadi negara maju bahkan lebih maju, terima kasih pak jokowi kami mahasiswa luar negeri senang dan bangga akan kemajuan indonesia 🥰"",UMKY_0kiwYk,True"
"@laros584,2021-12-03T10:37:11Z,14,""Semangat Pak,, BAPAKU Sangat Luar biasa,, SEHAT SELALU PANJANG UMUR amin 🙏"",UMKY_0kiwYk,True"
"@mas_baim,2021-12-03T10:28:19Z,14,""alhamdulillah..semangat Bp.jokowi dalam membawa perubahan untuk bangsa memang bisa kita rasakan teruslah membawa Indonesia makin jaya dan makin bangkit Bp.presiden"
"Salam dr rakyat kecilmu Bp."",UMKY_0kiwYk,True"
@INI_Hadesss,2021-12-03T10:28:08Z,14,Sehat sllalu pak jokowi👍🇮🇩🇮🇩🇮🇩,UMKY_0kiwYk,True
@dafhinaang5481,2021-12-03T10:27:32Z,13,I lOVE INDONESIA ♥️♥️♥️,UMKY_0kiwYk,True
@wiboo2392,2021-12-09T04:26:44Z,12,SAYA BANGGA MENJADI WARGA NEGARA INDONESIA 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩❤️❤️❤️❤️✨✨✨,UMKY_0kiwYk,True
@siuhoahambaliroehrig6922,2021-12-04T07:15:07Z,11,PAK PRESIDENT JOKOWI  ADALAH ANUGERAH utk NKR INDONESIA MAJU SEJAHTERA ADIL❤️🇮🇩🙏🏼,UMKY_0kiwYk,True
@ferdipratama5579,2021-12-03T12:58:05Z,10,Semoga dengan ini indonesia semakin maju dan jaya dimasa akan mendatang. Aminn..,UMKY_0kiwYk,True
"@ঘোরাফেরা.কম,2021-12-03T11:21:02Z,9,""🇧🇩❤️🇮🇩"
"Long live Indonesia ❤️"",UMKY_0kiwYk,True"
@jauharproject6162,2021-12-03T10:27:55Z,9,Semangat terus pak jokowi🙏,UMKY_0kiwYk,True
"@izmamarni323,2021-12-03T10:26:43Z,9,""INDONESIA MERDEKA SEMOGA INDONESIA BISA MAKIN MAJU DAN KITA JUGA SEHAT SELALU 😀😎🙏 AMINN YA ALLAH 😎😀,SEMANGAT PAK JOKOWI 😀 🇲🇨🇲🇨🇲🇨 :)"",UMKY_0kiwYk,True"
@achrohandi4294,2021-12-03T10:28:09Z,9,Waaa emang mantep pak jokowi. ...... memang bapak pembawa perubahan bagi indonesia .. sehat selalu pak🇮🇩🇮🇩🤗,UMKY_0kiwYk,True
"@yunitadhiyani8459,2021-12-03T10:58:34Z,8,""Di tanganmu Pak ' Indonesia bangkit dan bersinar kembali . Semangat dan sehat selalu ya Pak?❤️🙏"
Idolaku is the best 👇
Nabi MuHAMMAD
Ir. Soekarno
Ir. Jokowidodo
"🙏👍"",UMKY_0kiwYk,True"
@ReyAndreano,2021-12-04T00:39:03Z,8,Mantap pakde jokowi!! Sehat selalu pak memajukan NKRI dan berjuang demi rakyat Indonesia!!  🇮🇩🇮🇩🇮🇩,UMKY_0kiwYk,True
@xorm7999,2021-12-03T10:26:31Z,8,Mantap pak semangat terus pak Gbu,UMKY_0kiwYk,True
@maswarservis,2021-12-03T12:08:55Z,7,Semoga Indonesia menjadi lebih baik dengan adanya era digitalisasi.,UMKY_0kiwYk,True
"@yuliarti6738,2021-12-04T01:35:04Z,7,""Pembangunan di negara kita semakin merata.Saya bangga mempunyai president seperti pak Jokowi.Selain itu negara kita jadi lebih dikenal di Dunia international."
"Semangat kerja beliau patut kita contoh ."",UMKY_0kiwYk,True"
@merrykotenchannel5827,2021-12-03T10:38:55Z,7,Berkat melimpah atas bapak jokowi amin,UMKY_0kiwYk,True
"@dendralunggawawijanalto975,2021-12-05T14:09:47Z,6,""Saya bangga jadi warga negara indonesia, dan saya bangga dengan presiden saya pak jokowi 🤗🤗🤗🤗🙏🙏🙏👍👍👍👍👍 aku mau pak jokowi terus"",UMKY_0kiwYk,True"
@ridhoferdiansyah7765,2021-12-03T10:26:50Z,6,Mantaapp🔥👍👍,UMKY_0kiwYk,True
"@AndriOktafianChannel,2021-12-03T13:26:11Z,6,""MAJU TERUS INDONESIAKU DEMI MENYONGSONG MASA DEPAN YANG LEBIH BAIK, SALAM DARI PURWOKERTO"",UMKY_0kiwYk,True"
"@cahyo77,2021-12-03T14:32:00Z,5,""1:25 INDONESIA DIGITAL , setuju dengan sangat pak, tapi sayang di desa kami jaringan internet masih sangat loyo dan lemot, di tambah lagi dengan jaringan listrik yang jauh dari kata stabil,  kalau hujan bisa padam 2hari 2malam saat mati lampu sangat mengganggu dan merusak hardware komputer, power supply, Motherboard, dkk ikut rusak dan itu perlu biayaya yang tidak sedikit buat kami yang hanya anak petani, kami sebagai anak desa juga ingin berkembang bersama potensi yang kami miliki, cita² kami sebetulnya sederhana pak hanya ingin memiliki kesetaraan antara desa dan kota melalui DIGITAL dan bisa memberikan kontribusi untuk desa dan daerah kami, saya pribadi sebetulnya miris pak melihat muda mudi lulusan terbaru, harus lari ke ibu kota hanya untuk mendapatkan pekerjaan, padahal alam di sekitar kami sangatlah subur dan ramah, tapi terhambat karena belum adanya infrastruktur yang  memadai.  jaga kesehatan selalu BAPAK salam dari desa, daerah  PURBALINGGA KECAMATAN KARANGMONCOL."",UMKY_0kiwYk,True"
@asepnugraha2461,2021-12-03T10:44:03Z,5,Semoga Indonesia lebih maju dan mudah untuk mencapai kearah itu.,UMKY_0kiwYk,True
"@roroparwoto4404,2021-12-03T11:13:06Z,5,""Alhamdulillah Alhamdulillah Alhamdulillah Ya Allah.."

Terimakasih Pak Jokowi..
"Doa kami, rakyat Indonesia yg mencintaimu, sll mengiringi langkah mulia bpk demi bangsa n negara."",UMKY_0kiwYk,True"
@JokoKliwon8,2021-12-03T11:53:02Z,5,Jaman sdh berubah wktunya yg muda cerdas..The best of the Best P.JokoWi❤🇮🇩🤝🙏🏽,UMKY_0kiwYk,True
@MANCINGFAN,2021-12-03T10:40:50Z,5,Semoga sehat selalu pak Dhe Jokowi 🙏🏻🙂,UMKY_0kiwYk,True
"@AlvinChengZhaoMing1075,2021-12-03T10:55:45Z,4,""*_pak tranportasi umum yg menuju tempat2 wisata di bali harus di bangun pak,_*"
_baik itu MRT atau kereta api gitu,biar orang2 berwisata lebih mudah mengakses,_
"*_karena saya dan orang2 lain juga sangat kesulitan untuk menuju di tempat2 wisata di bali,,karena harus menyewa mobil,karena gak ada tranportasi umum di tempat2 wisata bali._*"",UMKY_0kiwYk,True"
"@qlp7213,2021-12-03T11:00:06Z,4,""INDONESIA DIGITAL🇮🇩"
"Indonesia maju"",UMKY_0kiwYk,True"
"@mf8598,2021-12-04T13:24:55Z,4,""Semoga pakde terus memerintah Indonesia. Abaikan suara busuk hati dari warga negara saya sendiri. Kadang mereka iri. Dibalik hinaan itu, ada yg dukung/sokong. Jalan terus. Moga jadi gergasi ASEAN."",UMKY_0kiwYk,True"
"@David-hs1ju,2021-12-04T23:49:28Z,4,""Mantapp"

"Sound engineernya semakin membaik, Pak."",UMKY_0kiwYk,True"
@raindrasaputra4154,2021-12-04T14:44:55Z,4,Kami bangga memiliki pemimpin seperti mu. Tetap lah menjadi pemimpin kami sepanjutnya.,UMKY_0kiwYk,True
@guebarzzz,2021-12-03T10:26:50Z,4,Semangat pak,UMKY_0kiwYk,True
@faid0274,2021-12-03T10:26:35Z,4,Tolong jalan desa² di perbaikin🙏🙏,UMKY_0kiwYk,True
